PassengerID,TravelHistory
PA45202,Flew to Tokyo on 2025-11-19 (Flight FL00201)
PA45203,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA45204,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA45205,Flew to Paris on 2025-11-20 (Flight FL00042)
PA45206,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA45207,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA45208,Flew to Bangkok on 2025-11-21 (Flight FL00182)
PA45209,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA45210,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA45211,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA45212,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA45213,Flew to Bangkok on 2025-11-20 (Flight FL00065)
PA45214,Flew to Paris on 2025-11-21 (Flight FL00084)
PA45215,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA45216,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA45217,Flew to Paris on 2025-11-20 (Flight FL00122)
PA45218,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA45219,Flew to Phu Quoc on 2025-11-20 (Flight FL00225)
PA45220,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA45221,Flew to Hong Kong on 2025-11-21 (Flight FL00015)
PA45222,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA45223,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA45224,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA45225,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA45226,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA45227,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA45228,Flew to Phu Quoc on 2025-11-20 (Flight FL00249)
PA45229,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA45230,Flew to Hanoi on 2025-11-20 (Flight FL00099)
PA45231,Flew to Tokyo on 2025-11-21 (Flight FL00197)
PA45232,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA45233,Flew to Melbourne on 2025-11-20 (Flight FL00226)
PA45234,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA45235,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA45236,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA45237,Flew to Dubai on 2025-11-21 (Flight FL00174)
PA45238,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA45239,Flew to Da Nang on 2025-11-21 (Flight FL00092)
PA45240,Flew to Paris on 2025-11-21 (Flight FL00361)
PA45241,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA45242,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA45243,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA45244,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA45245,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA45246,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA45247,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA45248,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA45249,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA45250,Flew to Paris on 2025-11-21 (Flight FL00289)
PA45251,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA45252,Flew to Seoul on 2025-11-21 (Flight FL00014)
PA45253,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA45254,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA45255,Flew to Phu Quoc on 2025-11-20 (Flight FL00249)
PA45256,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA45257,Flew to Singapore on 2025-11-21 (Flight FL00291)
PA45258,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA45259,Flew to Paris on 2025-11-21 (Flight FL00338)
PA45260,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA45261,Flew to London on 2025-11-19 (Flight FL00137)
PA45262,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA45263,Flew to Tokyo on 2025-11-20 (Flight FL00169)
PA45264,Flew to Phu Quoc on 2025-11-20 (Flight FL00154)
PA45265,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA45266,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA45267,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA45268,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA45269,Flew to Paris on 2025-11-21 (Flight FL00338)
PA45270,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA45271,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA45272,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA45273,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA45274,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA45275,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA45276,Flew to London on 2025-11-20 (Flight FL00002)
PA45277,Flew to London on 2025-11-19 (Flight FL00137)
PA45278,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA45279,Flew to Singapore on 2025-11-21 (Flight FL00078)
PA45280,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA45281,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA45282,Flew to London on 2025-11-20 (Flight FL00187)
PA45283,Flew to Paris on 2025-11-20 (Flight FL00122)
PA45284,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA45285,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA45286,Flew to Tokyo on 2025-11-21 (Flight FL00060)
PA45287,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA45288,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA45289,Flew to Hanoi on 2025-11-20 (Flight FL00129)
PA45290,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA45291,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA45292,Flew to Sydney on 2025-11-21 (Flight FL00055)
PA45293,Flew to London on 2025-11-21 (Flight FL00141)
PA45294,Flew to Hong Kong on 2025-11-19 (Flight FL00161)
PA45295,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA45296,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA45297,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA45298,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA45299,Flew to Bangkok on 2025-11-21 (Flight FL00345)
PA45300,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA45301,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA45302,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA45303,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA45304,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA45305,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA45306,Flew to Hong Kong on 2025-11-20 (Flight FL00203)
PA45307,Flew to Taipei on 2025-11-21 (Flight FL00298)
PA45308,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA45309,Flew to Sydney on 2025-11-21 (Flight FL00290)
PA45310,Flew to Hong Kong on 2025-11-20 (Flight FL00138)
PA45311,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA45312,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA45313,Flew to Phu Quoc on 2025-11-20 (Flight FL00154)
PA45314,Flew to Paris on 2025-11-21 (Flight FL00086)
PA45315,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA45316,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA45317,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA45318,Flew to Paris on 2025-11-21 (Flight FL00289)
PA45319,Flew to Hanoi on 2025-11-21 (Flight FL00196)
PA45320,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA45321,Flew to London on 2025-11-20 (Flight FL00187)
PA45322,Flew to Seoul on 2025-11-22 (Flight FL00307)
PA45323,Flew to London on 2025-11-20 (Flight FL00131)
PA45324,Flew to Phu Quoc on 2025-11-21 (Flight FL00125)
PA45325,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45326,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA45327,Flew to Tokyo on 2025-11-21 (Flight FL00144)
PA45328,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA45329,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA45330,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA45331,Flew to Paris on 2025-11-21 (Flight FL00243)
PA45332,Flew to Bangkok on 2025-11-21 (Flight FL00299)
PA45333,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA45334,Flew to Tokyo on 2025-11-21 (Flight FL00155)
PA45335,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA45336,Flew to Tokyo on 2025-11-21 (Flight FL00054)
PA45337,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA45338,Flew to Phu Quoc on 2025-11-20 (Flight FL00132)
PA45339,Flew to Da Nang on 2025-11-21 (Flight FL00329)
PA45340,Flew to Phu Quoc on 2025-11-21 (Flight FL00126)
PA45341,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA45342,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA45343,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA45344,Flew to Da Nang on 2025-11-19 (Flight FL00073)
PA45345,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45346,Flew to London on 2025-11-21 (Flight FL00021)
PA45347,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA45348,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA45349,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA45350,Flew to Singapore on 2025-11-20 (Flight FL00115)
PA45351,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA45352,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA45353,Flew to Bangkok on 2025-11-21 (Flight FL00299)
PA45354,Flew to London on 2025-11-19 (Flight FL00137)
PA45355,Flew to London on 2025-11-20 (Flight FL00187)
PA45356,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA45357,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA45358,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA45359,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA45360,Flew to Dubai on 2025-11-21 (Flight FL00149)
PA45361,Flew to Taipei on 2025-11-21 (Flight FL00109)
PA45362,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA45363,Flew to Phu Quoc on 2025-11-21 (Flight FL00108)
PA45364,Flew to Hanoi on 2025-11-21 (Flight FL00037)
PA45365,Flew to Hanoi on 2025-11-19 (Flight FL00009)
PA45366,Flew to Da Nang on 2025-11-20 (Flight FL00140)
PA45367,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA45368,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA45369,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA45370,Flew to Paris on 2025-11-21 (Flight FL00227)
PA45371,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA45372,Flew to Sydney on 2025-11-19 (Flight FL00113)
PA45373,Flew to Singapore on 2025-11-21 (Flight FL00047)
PA45374,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA45375,Flew to London on 2025-11-20 (Flight FL00187)
PA45376,Flew to Hong Kong on 2025-11-20 (Flight FL00203)
PA45377,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA45378,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA45379,Flew to Hanoi on 2025-11-21 (Flight FL00251)
PA45380,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA45381,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA45382,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA45383,Flew to London on 2025-11-21 (Flight FL00297)
PA45384,Flew to Phu Quoc on 2025-11-20 (Flight FL00225)
PA45385,Flew to Melbourne on 2025-11-20 (Flight FL00076)
PA45386,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA45387,Flew to London on 2025-11-21 (Flight FL00297)
PA45388,Flew to London on 2025-11-21 (Flight FL00046)
PA45389,Flew to Paris on 2025-11-21 (Flight FL00227)
PA45390,Flew to London on 2025-11-21 (Flight FL00046)
PA45391,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA45392,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA45393,Flew to Hong Kong on 2025-11-20 (Flight FL00171)
PA45394,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA45395,Flew to Seoul on 2025-11-20 (Flight FL00204)
PA45396,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA45397,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA45398,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA45399,Flew to Paris on 2025-11-21 (Flight FL00156)
PA45400,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA45401,Flew to Phu Quoc on 2025-11-21 (Flight FL00173)
PA45402,Flew to Bangkok on 2025-11-21 (Flight FL00353)
PA45403,Flew to Phu Quoc on 2025-11-21 (Flight FL00260)
PA45404,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA45405,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA45406,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA45407,Flew to Sydney on 2025-11-21 (Flight FL00180)
PA45408,Flew to Phu Quoc on 2025-11-21 (Flight FL00377)
PA45409,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA45410,Flew to Tokyo on 2025-11-20 (Flight FL00170)
PA45411,Flew to Bangkok on 2025-11-21 (Flight FL00100)
PA45412,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA45413,Flew to Dubai on 2025-11-20 (Flight FL00053)
PA45414,Flew to Seoul on 2025-11-20 (Flight FL00130)
PA45415,Flew to London on 2025-11-21 (Flight FL00116)
PA45416,Flew to Phu Quoc on 2025-11-22 (Flight FL00007)
PA45417,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA45418,Flew to Hong Kong on 2025-11-21 (Flight FL00274)
PA45419,Flew to Paris on 2025-11-21 (Flight FL00227)
PA45420,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA45421,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA45422,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45423,Flew to Bangkok on 2025-11-20 (Flight FL00075)
PA45424,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA45425,Flew to Singapore on 2025-11-20 (Flight FL00210)
PA45426,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA45427,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA45428,Flew to Phu Quoc on 2025-11-21 (Flight FL00313)
PA45429,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA45430,Flew to Da Nang on 2025-11-20 (Flight FL00194)
PA45431,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA45432,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA45433,Flew to Taipei on 2025-11-21 (Flight FL00235)
PA45434,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA45435,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA45436,Flew to Taipei on 2025-11-21 (Flight FL00181)
PA45437,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA45438,Flew to Seoul on 2025-11-20 (Flight FL00163)
PA45439,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA45440,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA45441,Flew to Paris on 2025-11-21 (Flight FL00086)
PA45442,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA45443,Flew to Sydney on 2025-11-20 (Flight FL00043)
PA45444,Flew to Phu Quoc on 2025-11-20 (Flight FL00225)
PA45445,Flew to London on 2025-11-20 (Flight FL00187)
PA45446,Flew to Tokyo on 2025-11-21 (Flight FL00197)
PA45447,Flew to Tokyo on 2025-11-20 (Flight FL00082)
PA45448,Flew to Da Nang on 2025-11-19 (Flight FL00025)
PA45449,Flew to London on 2025-11-21 (Flight FL00046)
PA45450,Flew to Sydney on 2025-11-20 (Flight FL00114)
PA45451,Flew to Hanoi on 2025-11-20 (Flight FL00019)
PA45452,Flew to London on 2025-11-20 (Flight FL00131)
PA45453,Flew to Singapore on 2025-11-20 (Flight FL00115)
PA45454,Flew to Phu Quoc on 2025-11-20 (Flight FL00083)
PA45455,Flew to Tokyo on 2025-11-20 (Flight FL00027)
PA45456,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA45457,Flew to Taipei on 2025-11-21 (Flight FL00164)
PA45458,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA45459,Flew to Taipei on 2025-11-20 (Flight FL00241)
PA45460,Flew to Paris on 2025-11-20 (Flight FL00042)
PA45461,Flew to Phu Quoc on 2025-11-21 (Flight FL00214)
PA45462,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA45463,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA45464,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA45465,Flew to Seoul on 2025-11-19 (Flight FL00017)
PA45466,Flew to Bangkok on 2025-11-21 (Flight FL00100)
PA45467,Flew to Taipei on 2025-11-20 (Flight FL00219)
PA45468,Flew to Dubai on 2025-11-21 (Flight FL00061)
PA45469,Flew to Hanoi on 2025-11-21 (Flight FL00071)
PA45470,Flew to London on 2025-11-20 (Flight FL00045)
PA45471,Flew to Hong Kong on 2025-11-20 (Flight FL00068)
PA45472,Flew to Da Nang on 2025-11-21 (Flight FL00329)
PA45473,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA45474,Flew to Singapore on 2025-11-21 (Flight FL00036)
PA45475,Flew to Taipei on 2025-11-19 (Flight FL00185)
PA45476,Flew to London on 2025-11-21 (Flight FL00116)
PA45477,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA45478,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA45479,Flew to Da Nang on 2025-11-20 (Flight FL00281)
PA45480,Flew to Paris on 2025-11-21 (Flight FL00346)
PA45481,Flew to Sydney on 2025-11-21 (Flight FL00306)
PA45482,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA45483,Flew to Paris on 2025-11-21 (Flight FL00346)
PA45484,Flew to Melbourne on 2025-11-21 (Flight FL00228)
PA45485,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA45486,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA45487,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA45488,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA45489,Flew to Hong Kong on 2025-11-20 (Flight FL00265)
PA45490,Flew to Melbourne on 2025-11-21 (Flight FL00205)
PA45491,Flew to Bangkok on 2025-11-20 (Flight FL00162)
PA45492,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA45493,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA45494,Flew to Bangkok on 2025-11-21 (Flight FL00250)
PA45495,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA45496,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA45497,Flew to Taipei on 2025-11-21 (Flight FL00070)
PA45498,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA45499,Flew to Phu Quoc on 2025-11-21 (Flight FL00330)
PA45500,Flew to Sydney on 2025-11-21 (Flight FL00259)
PA45501,Flew to Phu Quoc on 2025-11-21 (Flight FL00354)
PA45502,Flew to Bangkok on 2025-11-21 (Flight FL00190)
PA45503,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA45504,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA45505,Flew to Paris on 2025-11-21 (Flight FL00289)
PA45506,Flew to Melbourne on 2025-11-21 (Flight FL00143)
PA45507,Flew to Bangkok on 2025-11-20 (Flight FL00186)
PA45508,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA45509,Flew to Dubai on 2025-11-21 (Flight FL00237)
PA45510,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA45511,Flew to Singapore on 2025-11-21 (Flight FL00157)
PA45512,Flew to London on 2025-11-19 (Flight FL00137)
PA45513,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA45514,Flew to Hong Kong on 2025-11-21 (Flight FL00189)
PA45515,Flew to Sydney on 2025-11-20 (Flight FL00098)
PA45516,Flew to London on 2025-11-20 (Flight FL00131)
PA45517,Flew to Taipei on 2025-11-19 (Flight FL00185)
PA45518,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA45519,Flew to Sydney on 2025-11-21 (Flight FL00266)
PA45520,Flew to Bangkok on 2025-11-21 (Flight FL00222)
PA45521,Flew to Hong Kong on 2025-11-20 (Flight FL00217)
PA45522,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA45523,Flew to Singapore on 2025-11-19 (Flight FL00097)
PA45524,Flew to London on 2025-11-21 (Flight FL00021)
PA45525,Flew to Phu Quoc on 2025-11-20 (Flight FL00105)
PA45526,Flew to Sydney on 2025-11-21 (Flight FL00004)
PA45527,Flew to Hanoi on 2025-11-19 (Flight FL00033)
PA45528,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA45529,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA45530,Flew to Paris on 2025-11-20 (Flight FL00122)
PA45531,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA45532,Flew to Melbourne on 2025-11-21 (Flight FL00252)
PA45533,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA45534,Flew to Seoul on 2025-11-20 (Flight FL00018)
PA45535,Flew to Hong Kong on 2025-11-20 (Flight FL00081)
PA45536,Flew to Phu Quoc on 2025-11-20 (Flight FL00066)
PA45537,Flew to Tokyo on 2025-11-20 (Flight FL00233)
PA45538,Flew to Phu Quoc on 2025-11-20 (Flight FL00051)
PA45539,Flew to Phu Quoc on 2025-11-20 (Flight FL00057)
PA45540,Flew to Phu Quoc on 2025-11-20 (Flight FL00154)
PA45541,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA45542,Flew to Seoul on 2025-11-20 (Flight FL00049)
PA45543,Flew to Paris on 2025-11-21 (Flight FL00086)
PA45544,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45545,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA45546,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA45547,Flew to London on 2025-11-21 (Flight FL00282)
PA45548,Flew to Dubai on 2025-11-20 (Flight FL00058)
PA45549,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA45550,Flew to Singapore on 2025-11-20 (Flight FL00153)
PA45551,Flew to Seoul on 2025-11-20 (Flight FL00147)
PA45552,Flew to Singapore on 2025-11-20 (Flight FL00172)
PA45553,Flew to Phu Quoc on 2025-11-20 (Flight FL00123)
PA45554,Flew to Paris on 2025-11-21 (Flight FL00227)
PA45555,Flew to Phu Quoc on 2025-11-21 (Flight FL00283)
PA45556,Flew to Da Nang on 2025-11-20 (Flight FL00012)
PA45557,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA45558,Flew to Sydney on 2025-11-21 (Flight FL00079)
PA45559,Flew to Hong Kong on 2025-11-19 (Flight FL00001)
PA45560,Flew to Sydney on 2025-11-21 (Flight FL00212)
PA45561,Flew to Sydney on 2025-11-21 (Flight FL00221)
PA45562,Flew to Da Nang on 2025-11-20 (Flight FL00041)
PA45563,Flew to Singapore on 2025-11-21 (Flight FL00006)
PA45564,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA45565,Flew to Paris on 2025-11-21 (Flight FL00361)
PA45566,Flew to Sydney on 2025-11-21 (Flight FL00369)
PA45567,Flew to London on 2025-11-20 (Flight FL00002)
PA45568,Flew to Phu Quoc on 2025-11-21 (Flight FL00085)
PA45569,Flew to Phu Quoc on 2025-11-21 (Flight FL00016)
PA45570,Flew to Da Nang on 2025-11-20 (Flight FL00139)
PA45571,Flew to Dubai on 2025-11-20 (Flight FL00145)
PA45572,Flew to Taipei on 2025-11-21 (Flight FL00005)
PA45573,Flew to Seoul on 2025-11-21 (Flight FL00150)
PA45574,Flew to Tokyo on 2025-11-21 (Flight FL00069)
PA45575,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA45576,Flew to Bangkok on 2025-11-20 (Flight FL00067)
PA45577,Flew to Dubai on 2025-11-20 (Flight FL00106)
PA45578,Flew to Melbourne on 2025-11-20 (Flight FL00257)
PA45579,Flew to Singapore on 2025-11-20 (Flight FL00010)
PA45580,Flew to Singapore on 2025-11-21 (Flight FL00315)
PA45581,Flew to Dubai on 2025-11-21 (Flight FL00267)
PA45582,Flew to Da Nang on 2025-11-20 (Flight FL00107)
PA45583,Flew to London on 2025-11-20 (Flight FL00131)
PA45584,Flew to Tokyo on 2025-11-20 (Flight FL00234)
PA45585,Flew to Paris on 2025-11-21 (Flight FL00156)
PA45586,Flew to Dubai on 2025-11-21 (Flight FL00048)
PA45587,Flew to Sydney on 2025-11-20 (Flight FL00074)
PA45588,Flew to Hong Kong on 2025-11-21 (Flight FL00305)
PA45589,Flew to Bangkok on 2025-11-21 (Flight FL00077)
PA45590,Flew to London on 2025-11-20 (Flight FL00002)
PA45591,Flew to Melbourne on 2025-11-20 (Flight FL00218)
PA45592,Flew to Seoul on 2025-11-20 (Flight FL00179)
PA45593,Flew to Melbourne on 2025-11-21 (Flight FL00134)
PA45594,Flew to Bangkok on 2025-11-21 (Flight FL00124)
PA45595,Flew to Hong Kong on 2025-11-21 (Flight FL00142)
PA45596,Flew to Taipei on 2025-11-20 (Flight FL00011)
